broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
RG003,other,DEEPAKFERT,237.0,BUY,Total ENTRY
RG003,other,GPTHEALTH,1726.0,BUY,Total ENTRY
RG003,other,AXISBANK,84.0,BUY,Total ENTRY
RG003,other,VEDL,287.0,SELL,Total EXIT
RG003,other,GPTINFRA,1205.0,BUY,
RG003,other,KPIGREEN,262.0,BUY,Total ENTRY
RG003,other,PYRAMID,1060.0,BUY,Total ENTRY
RG003,other,MANGCHEFER,2871.0,SELL,Total EXIT
RG003,other,SHRIRAMFIN,200.0,SELL,Total EXIT
RG003,other,HDFCBANK,47.0,SELL,Total EXIT
RG003,other,SPANDANA,308.0,BUY,
RG003,other,PNB,880.0,SELL,Total EXIT
RG003,other,RECLTD,263.0,SELL,Total EXIT
RG003,other,BBL,33.0,BUY,Total ENTRY
RG003,other,BANKBARODA,413.0,SELL,Total EXIT
RG003,other,PFC,210.0,SELL,Total EXIT
RG003,other,BHARTIARTL,79.0,SELL,Total EXIT
