broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
KM003,finflo,KPIGREEN,74.0,BUY,
KM003,finflo,MANGCHEFER,1092.0,SELL,Total EXIT
KM003,finflo,SPANDANA,126.0,SELL,
KM003,finflo,GPTHEALTH,158.0,BUY,
KM003,finflo,PYRAMID,1502.0,BUY,Total ENTRY
KM003,finflo,DEEPAKFERT,27.0,SELL,
KM003,finflo,GPTINFRA,397.0,BUY,
KM003,finflo,AXISBANK,10.0,BUY,
KM003,finflo,VEDL,360.0,SELL,Total EXIT
KM003,finflo,BBL,7.0,BUY,
