broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
TK008,keynote,KPIGREEN,23.0,SELL,
TK008,keynote,MANGCHEFER,729.0,BUY,Total ENTRY
TK008,keynote,SPANDANA,474.0,SELL,
TK008,keynote,GPTHEALTH,3298.0,SELL,
TK008,keynote,PYRAMID,403.0,SELL,
TK008,keynote,VHLTD,1485.0,BUY,Total ENTRY
TK008,keynote,DEEPAKFERT,288.0,BUY,Total ENTRY
TK008,keynote,GPTINFRA,800.0,SELL,
TK008,keynote,AXISBANK,105.0,BUY,Total ENTRY
TK008,keynote,VEDL,407.0,BUY,Total ENTRY
TK008,keynote,BBL,7.0,SELL,
TK008,keynote,LIQUIDBEES,95.0,SELL,Total EXIT
