broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
TJ001,other,DEEPAKFERT,35.0,SELL,
TJ001,other,GPTHEALTH,2110.0,BUY,Total ENTRY
TJ001,other,AXISBANK,103.0,BUY,Total ENTRY
TJ001,other,VEDL,412.0,SELL,Total EXIT
TJ001,other,GPTINFRA,114.0,BUY,
TJ001,other,BAJFINANCE,13.0,SELL,Total EXIT
TJ001,other,KPIGREEN,321.0,BUY,Total ENTRY
TJ001,other,PYRAMID,1296.0,BUY,Total ENTRY
TJ001,other,SHRIRAMFIN,175.0,SELL,Total EXIT
TJ001,other,HDFCBANK,50.0,SELL,Total EXIT
TJ001,other,SPANDANA,332.0,SELL,
TJ001,other,PNB,1312.0,SELL,Total EXIT
TJ001,other,RECLTD,206.0,SELL,Total EXIT
TJ001,other,BBL,41.0,BUY,Total ENTRY
TJ001,other,BANKBARODA,393.0,SELL,Total EXIT
TJ001,other,PFC,188.0,SELL,Total EXIT
TJ001,other,BHARTIARTL,77.0,SELL,Total EXIT
