broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
KS001,other,SPANDANA,379.0,SELL,
KS001,other,SHRIRAMFIN,10.0,BUY,
KS001,other,MANGCHEFER,2024.0,SELL,
KS001,other,IMFA,196.0,SELL,Total EXIT
KS001,other,VHLTD,126.0,SELL,
KS001,other,RECLTD,160.0,SELL,
KS001,other,GICRE,224.0,SELL,Total EXIT
KS001,other,GPTINFRA,564.0,SELL,
KS001,other,PFC,78.0,SELL,
KS001,other,PNB,2952.0,BUY,Total ENTRY
KS001,other,GPTHEALTH,5430.0,BUY,Total ENTRY
KS001,other,PYRAMID,847.0,BUY,
KS001,other,AXISBANK,35.0,SELL,
KS001,other,BBL,2.0,SELL,
KS001,other,KPIGREEN,569.0,BUY,
KS001,other,DEEPAKFERT,919.0,SELL,
KS001,other,BHARTIARTL,117.0,SELL,
KS001,other,VEDL,740.0,BUY,
KS001,other,BANKBARODA,1171.0,BUY,Total ENTRY
