broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
NT001,other,SPANDANA,949.0,BUY,
NT001,other,CIPLA,82.0,SELL,Total EXIT
NT001,other,EMSLIMITED,53.0,SELL,Total EXIT
NT001,other,SHRIRAMFIN,124.0,SELL,
NT001,other,LIQUID,978.0,SELL,Total EXIT
NT001,other,BPCL,777.0,SELL,Total EXIT
NT001,other,MANGCHEFER,819.0,BUY,Total ENTRY
NT001,other,IMFA,384.0,SELL,Total EXIT
NT001,other,VHLTD,1668.0,BUY,Total ENTRY
NT001,other,RECLTD,70.0,BUY,
NT001,other,GICRE,115.0,SELL,Total EXIT
NT001,other,GPTINFRA,4143.0,BUY,Total ENTRY
NT001,other,KPL,48.0,SELL,Total EXIT
NT001,other,PFC,325.0,BUY,Total ENTRY
NT001,other,TATAMOTORS,168.0,SELL,Total EXIT
NT001,other,BAJFINANCE,15.0,SELL,Total EXIT
NT001,other,GPTHEALTH,2464.0,BUY,Total ENTRY
NT001,other,PNB,1340.0,BUY,Total ENTRY
NT001,other,PYRAMID,68.0,BUY,
NT001,other,AXISBANK,123.0,SELL,
NT001,other,BBL,6.0,BUY,
NT001,other,HINDALCO,225.0,SELL,Total EXIT
NT001,other,KPIGREEN,111.0,BUY,
NT001,other,DEEPAKFERT,17.0,BUY,
NT001,other,GANDHAR,203.0,SELL,Total EXIT
NT001,other,BHARTIARTL,40.0,SELL,
NT001,other,VEDL,457.0,BUY,Total ENTRY
NT001,other,BANKBARODA,531.0,BUY,Total ENTRY
