broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
TWV350,zerodha,SPANDANA,324.0,SELL,
TWV350,zerodha,SHRIRAMFIN,133.0,BUY,
TWV350,zerodha,MANGCHEFER,1382.0,SELL,
TWV350,zerodha,VHLTD,1907.0,BUY,
TWV350,zerodha,RECLTD,177.0,BUY,
TWV350,zerodha,GPTINFRA,661.0,BUY,
TWV350,zerodha,PFC,189.0,BUY,
TWV350,zerodha,PNB,455.0,BUY,
TWV350,zerodha,GPTHEALTH,953.0,BUY,
TWV350,zerodha,PYRAMID,1850.0,BUY,
TWV350,zerodha,AXISBANK,10.0,BUY,
TWV350,zerodha,KPEL,234.0,SELL,Total EXIT
TWV350,zerodha,BBL,18.0,BUY,
TWV350,zerodha,KPIGREEN,240.0,BUY,
TWV350,zerodha,DEEPAKFERT,218.0,SELL,
TWV350,zerodha,BHARTIARTL,4.0,SELL,
TWV350,zerodha,VEDL,877.0,BUY,
TWV350,zerodha,BANKBARODA,456.0,BUY,
TWV350,zerodha,LIQUIDBEES,17.0,SELL,Total EXIT
