broker_code,broker_name,trading_symbol,quantity,signal,total_entry_exit
SV050,keynote,KPIGREEN,53.0,BUY,
SV050,keynote,MANGCHEFER,115.0,SELL,
SV050,keynote,SPANDANA,58.0,SELL,
SV050,keynote,GPTHEALTH,30.0,BUY,
SV050,keynote,PYRAMID,36.0,SELL,
SV050,keynote,VHLTD,1545.0,BUY,Total ENTRY
SV050,keynote,DEEPAKFERT,42.0,SELL,
SV050,keynote,GPTINFRA,171.0,BUY,
SV050,keynote,AXISBANK,109.0,BUY,Total ENTRY
SV050,keynote,VEDL,9.0,BUY,
SV050,keynote,BBL,4.0,BUY,
SV050,keynote,LIQUIDBEES,52.0,SELL,Total EXIT
