,buyamt,buyavgrt,buyqty,closerate,costvalue,df_amount,df_qty,fmc_310118,isin,ltpl,ltpl_ntax,ltpl_tax,mktrate,mtmvalue,opamt,opqty,sellamt,sellavgrt,sellqty,share,stock,stpl,sttax
30,594624.37,84.619947,7027,80.49,675971.78,0,0,34.0,INE552D01024,46464.25,0,46464.25,84.05,59760.24,148428.41,2596,113545.25,92.69,1225,[526829] CONFIPE,8398,0.0,0
31,81604.0,204.01,400,0.0,0.0,0,0,0.0,INE016Q01014,0.0,0,0.0,0.0,0.0,0.0,0,113596.0,283.99,400,[538734] CEINSYS,0,31992.0,0
32,1318922.0,599.51,2200,599.51,1318922.0,0,0,404.7,INE501A01019,-2126.88,0,-2126.88,504.1,-419804.0,198737.66,326,178332.09,547.030951,326,[500645] DEEPAKF,2200,-18278.69,0
33,1009685.61,5904.594211,171,6073.78,467681.37,0,0,2306.15,INE089A01023,0.0,0,0.0,6157.85,12946.16,22497.8,5,564731.81,5704.361717,99,[500124] DRREDDY,77,229.77,0
34,62821.5,418.81,150,0.0,0.0,0,0,257.6,INE271C01023,0.0,0,0.0,0.0,0.0,0.0,0,64476.0,429.84,150,[532868] DLF,0,1654.5,0
35,154101.2,2201.445714,70,2201.45,154101.2,0,0,919.0,INE600L01024,0.0,0,0.0,2262.85,8596.6,0.0,0,0.0,0.0,0,[539524] LALPATH,70,0.0,0
36,270895.9,6772.3975,40,0.0,0.0,0,0,3835.0,INE935N01020,0.0,0,0.0,0.0,0.0,0.0,0,284658.45,7116.46125,40,[540699] DIXON,0,13762.55,0
37,245392.2,148.722545,1650,149.03,214905.67,0,0,0.0,INE0I3401014,0.0,0,0.0,115.25,-97430.34,0.0,0,35294.72,169.686154,208,[543593] DHAMPUR,1442,4808.19,0
38,41623.99,945.999773,44,0.0,0.0,0,0,0.0,INE753U01022,0.0,0,0.0,0.0,0.0,0.0,0,32142.71,730.516136,44,[543812] DIVGI T,0,-9481.28,0
39,202800.6,3380.01,60,0.0,0.0,0,0,842.0,INE042A01014,0.0,0,0.0,0.0,0.0,0.0,0,187877.0,3131.283333,60,[500495] ESCORTS,0,-14923.6,0
40,0.0,0.0,0,0.0,0.0,0,0,0.0,INE07O001026,0.0,0,0.0,0.0,0.0,-7600.35,-115,32975.1,47.79,690,[543272] EASEMYT,-805,0.0,0
41,412244.15,140.457973,2935,0.0,0.0,0,0,101.9,INE171A01029,0.0,0,0.0,0.0,0.0,48787.43,358,480546.97,145.929842,3293,[500469] FEDERAL,0,19515.39,0
42,0.0,0.0,0,0.0,0.0,0,0,218.75,INE816B01035,0.0,0,0.0,0.0,0.0,-22025.86,-499,0.0,0.0,0,[526227] FILATEX,-499,0.0,0
43,0.0,0.0,0,0.0,0.0,0,0,0.0,INE388Y01029,0.0,0,0.0,0.0,0.0,11210.24,64,43340.56,125.99,344,[543384] NYKAA,-280,-3146.88,0
44,70408.8,111.76,630,0.0,0.0,0,0,483.7,INE129A01019,0.0,0,0.0,0.0,0.0,0.0,0,75403.57,105.755358,713,[532155] GAIL,-83,-3765.05,0
45,216832.2,1111.96,195,0.0,0.0,0,0,1071.95,INE102D01028,0.0,0,0.0,0.0,0.0,0.0,0,225606.2,1156.954872,195,[532424] GODREJC,0,8774.0,0
46,295870.37,1946.515592,152,0.0,0.0,0,0,1167.95,INE047A01021,0.0,0,0.0,0.0,0.0,0.0,0,307270.98,2021.519605,152,[500300] GRASIM,0,11400.61,0
47,92902.43,171.091031,543,0.0,0.0,0,0,87.75,INE388A01029,0.0,0,0.0,0.0,0.0,0.0,0,83427.27,153.641381,543,[500153] GANESHB,0,-9475.16,0
48,463248.15,434.974789,1065,0.0,0.0,0,0,628.0,INE077F01035,41760.94,0,41760.94,0.0,0.0,203895.21,606,782645.44,468.369503,1671,[506480] GOCLCOR,0,73741.14,0
49,142158.9,364.51,390,364.51,142158.9,0,0,767.4,INE481Y01014,0.0,0,0.0,329.75,-27112.8,0.0,0,0.0,0.0,0,[540755] GICRE,390,0.0,0
50,996299.85,79.48144,12535,79.72,988984.26,0,0,0.0,INE390G01014,0.0,0,0.0,156.1,1895184.68,-6577.71,-129,0.0,0.0,0,[533761] GPT INF,12406,-737.88,0
51,0.0,0.0,0,0.0,0.0,0,0,0.0,INE474Q01031,0.0,0,0.0,0.0,0.0,34397.39,79,40991.06,518.874177,79,[543654] GLOBAL,0,6593.67,0
52,0.0,0.0,0,0.0,0.0,0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0,689.98,344.99,2,,-2,0.0,0
53,257059.8,1428.11,180,0.0,0.0,0,0,540.0,INE176B01034,0.0,0,0.0,0.0,0.0,0.0,0,236800.4,1315.557778,180,[517354] HAVELLS,0,-20259.4,0
54,0.0,0.0,0,0.0,0.0,0,0,1017.9,INE860A01027,0.0,0,0.0,0.0,0.0,79899.2,75,78175.5,1042.34,75,[532281] HCLTECH,0,-1723.7,0
55,211641.4,2821.885333,75,2555.22,396058.45,0,0,1963.05,INE001A01036,1254.76,0,1254.76,2724.35,52431.6,333972.3200000001,137,152987.43,2683.99,57,[500010] HDFC,155,2177.4,0
56,475525.26,1692.260712,281,0.0,0.0,0,0,2013.5,INE040A01034,0.0,0,0.0,0.0,0.0,51520.32,32,922281.67,1609.566614,573,[500180] HDFCBAN,-260,-22061.31,0
57,129872.6,499.51,260,0.0,0.0,0,0,263.2,INE038A01020,0.0,0,0.0,0.0,0.0,0.0,0,123237.4,473.99,260,[500440] HINDALC,0,-6635.2,0
58,131684.15,1463.157222,90,0.0,0.0,0,0,1620.0,INE782E01017,0.0,0,0.0,0.0,0.0,0.0,0,124824.05,1386.933889,90,[524669] HESTERB,0,-6860.1,0
59,0.0,0.0,0,0.0,0.0,0,0,939.0,INE170I01016,0.0,0,0.0,0.0,0.0,122000.99,94,133281.01,1417.883085,94,[532859] HGS,0,11280.02,0
