,trading_symbol,exchange,exchange_token
11446,HYUNDAI,NSE,25844
69152,ICEMAKE,NSE,489
22684,ICICIB22,NSE,522
71418,ICICIBANK,NSE,4963
76952,ICICIGI,NSE,21770
34005,ICICIPRULI,NSE,18652
55018,ICIL,NSE,11987
19241,ICRA,NSE,14523
16282,IDBI,NSE,1476
56631,IDEA,NSE,14366
65003,IDEAFORGE,NSE,17140
73792,IDFCFIRSTB,NSE,11184
26339,IDFNIFTYET,NSE,18783
65006,IEX,NSE,220
11115,IFBAGRO,NSE,1482
11024,IFBIND,NSE,1485
24451,IFCI,NSE,1491
48630,IFGLEXPOR,NSE,436
76083,IGARASHI,NSE,634
90449,IGIL,NSE,28378
77643,IGL,NSE,11262
28426,IGPL,NSE,14086
68370,IIFL,NSE,11809
75525,IIFLCAPS,NSE,13072
36570,IITL,NSE,19525
25820,IKIO,NSE,16822
58281,IKS,NSE,28125
39269,IMAGICAA,NSE,7672
66371,IMFA,NSE,19235
25312,IMPAL,NSE,12009
46521,INCREDIBLE,NSE,17507
65658,INDBANK,NSE,16933
41321,INDGN,NSE,23693
71098,INDHOTEL,NSE,1512
33647,INDIACEM,NSE,1515
69991,INDIAGLYCO,NSE,1521
17385,INDIAMART,NSE,10726
35956,INDIANB,NSE,14309
46177,INDIANHUME,NSE,1530
68474,INDIASHLTR,NSE,20556
11409,INDIGO,NSE,11195
54993,INDIGOPNTS,NSE,2048
34803,INDNIPPON,NSE,4747
73756,INDOAMIN,NSE,9116
57570,INDOBORAX,NSE,8614
73097,INDOCO,NSE,11677
40373,INDOFARM,NSE,29025
29101,INDORAMA,NSE,10993
80316,INDOSTAR,NSE,3088
65908,INDOTECH,NSE,13275
3673,INDOWIND,NSE,14952
81000,INDRAMEDCO,NSE,4751
48964,INDSWFTLAB,NSE,4870
14820,INDTERRAIN,NSE,21957
35563,INDUSINDBK,NSE,5258
73281,INDUSTOWER,NSE,29135
75435,INFIBEAM,NSE,16249
35198,INFOBEAN,NSE,11027
17132,INFRABEES,NSE,20072
21102,INFRAIETF,NSE,10723
12701,INFY,NSE,1594
1963,INGERRAND,NSE,1597
8395,INNOVACAP,NSE,21062
59886,INNOVANA,NSE,27754
8805,INOXGREEN,NSE,12188
33498,INOXINDIA,NSE,20607
57835,INOXWIND,NSE,7852
61491,INSECTICID,NSE,14657
39392,INSPIRISYS,NSE,13730
90570,INTELLECT,NSE,5926
90809,INTENTECH,NSE,20071
33121,INTERARCH,NSE,24909
51361,INTLCONV,NSE,5606
20993,INVENTURE,NSE,24870
65004,IOB,NSE,9348
46048,IOC,NSE,1624
1511,IOLCP,NSE,20413
82595,IONEXCHANG,NSE,1630
64460,IPCALAB,NSE,1633
61062,IPL,NSE,4934
61401,IRB,NSE,15313
12713,IRCON,NSE,4986
59506,IRCTC,NSE,13611
85871,IREDA,NSE,20261
61490,IRFC,NSE,2029
22073,IRISDOREME,NSE,2275
72020,IRMENERGY,NSE,19597
33408,ISEC,NSE,2489
68660,ISFT,NSE,18479
32998,ISGEC,NSE,3329
14342,IT,NSE,2627
12127,ITBEES,NSE,19084
68635,ITC,NSE,1660
41788,ITCHOTELS,NSE,29251
70784,ITDC,NSE,19299
4778,ITDCEM,NSE,5622
61598,ITETF,NSE,19633
36029,ITETFADD,NSE,17207
21399,ITIETF,NSE,22365
62039,IVC,NSE,6711
73625,IVP,NSE,1681
47478,IVZINGOLD,NSE,18292
30187,IVZINNIFTY,NSE,24217
70120,IWEL,NSE,3776
16944,IXIGO,NSE,24067
38069,J&KBANK,NSE,5633
41552,JAGRAN,NSE,13211
24781,JAGSNPHARM,NSE,4410
20803,JAIBALAJI,NSE,11256
72490,JAICORPLTD,NSE,5143
73624,JAIPURKURT,NSE,5516
10533,JAMNAAUTO,NSE,20778
22554,JASH,NSE,13982
7113,JAYAGROGN,NSE,4041
7809,JAYBARMARU,NSE,1708
61612,JAYNECOIND,NSE,2331
86769,JAYSREETEA,NSE,1720
83481,JBCHEPHARM,NSE,1726
71296,JBMA,NSE,11655
61835,JCHAC,NSE,4491
15793,JGCHEM,NSE,23056
42733,JINDALPHOT,NSE,11743
55922,JINDALPOLY,NSE,1756
57074,JINDALSAW,NSE,3024
8006,JINDALSTEL,NSE,6733
33539,JINDRILL,NSE,13875
9131,JINDWORLD,NSE,20642
1373,JIOFIN,NSE,18143
53815,JISLDVREQS,NSE,25684
2043,JISLJALEQS,NSE,10397
23855,JKCEMENT,NSE,13270
65154,JKIL,NSE,15266
9772,JKLAKSHMI,NSE,13491
40259,JKPAPER,NSE,11860
79297,JKTYRE,NSE,14435
48279,JLHL,NSE,18553
70675,JMA,NSE,7109
36116,JMFINANCIL,NSE,13637
68083,JNKINDIA,NSE,23621
1475,JOCIL,NSE,16927
45297,JPOLYINVST,NSE,31507
14206,JPPOWER,NSE,11763
23355,JSFB,NSE,22663
52504,JSL,NSE,11236
75783,JSWENERGY,NSE,17869
43086,JSWHL,NSE,11880
57870,JSWINFRA,NSE,19020
75853,JSWSTEEL,NSE,11723
20359,JTEKTINDIA,NSE,3237
33390,JTLIND,NSE,7287
3701,JUBLCPL,NSE,29590
20493,JUBLFOOD,NSE,18096
12422,JUBLINGREA,NSE,2783
73887,JUBLPHARMA,NSE,3637
15708,JUNIORBEES,NSE,10939
47932,JUNIPER,NSE,22824
54685,JUSTDIAL,NSE,29962
37595,JWL,NSE,20224
36666,JYOTHYLAB,NSE,15146
68729,JYOTICNC,NSE,21334
72504,JYOTISTRUC,NSE,1802
54631,KABRAEXTRU,NSE,1805
54326,KAJARIACER,NSE,1808
23992,KAKATCEM,NSE,1811
3937,KALAMANDIR,NSE,18755
70477,KALYANKJIL,NSE,2955
38707,KAMATHOTEL,NSE,1826
2062,KAMDHENU,NSE,13457
76356,KANANIIND,NSE,25786
31711,KANORICHEM,NSE,1835
8786,KANPRPLA,NSE,1782
38137,KANSAINER,NSE,1196
47771,KAPSTON,NSE,18967
29689,KARMAENG,NSE,24385
36180,KARURVYSYA,NSE,1838
28479,KAUSHALYA,NSE,15136
13772,KAYA,NSE,10276
13841,KAYNES,NSE,12092
80262,KCP,NSE,1841
90905,KCPSUGIND,NSE,4809
39236,KDDL,NSE,14908
73486,KEC,NSE,13260
38562,KECL,NSE,18220
54377,KEI,NSE,13310
48463,KELLTONTEC,NSE,13430
32302,KEYFINSERV,NSE,4157
19889,KFINTECH,NSE,13359
77732,KHADIM,NSE,425
30909,KHAICHEM,NSE,896
75898,KHAITANLTD,NSE,3912
3702,KHANDSE,NSE,9641
32694,KICL,NSE,21119
22398,KILITCH,NSE,19937
48957,KIMS,NSE,4847
47956,KINGFA,NSE,18944
44993,KIOCL,NSE,19126
65204,KIRIINDUS,NSE,16639
67867,KIRLOSBROS,NSE,18581
5224,KIRLOSENG,NSE,20936
59029,KIRLOSIND,NSE,19025
82699,KIRLPNU,NSE,15180
42159,KITEX,NSE,28899
10623,KKCL,NSE,13381
76692,KMEW,NSE,27084
31083,KMSUGAR,NSE,14667
7841,KNRCON,NSE,15283
33806,KOHINOOR,NSE,3009
18672,KOKUYOCMLN,NSE,16827
18373,KOLTEPATIL,NSE,15124
16725,KOPRAN,NSE,1919
17455,KOTAKBANK,NSE,1922
52469,KOTARISUG,NSE,11647
45159,KOTHARIPET,NSE,4594
53260,KPEL,NSE,27079
25972,KPIGREEN,NSE,5108
40516,KPIL,NSE,1814
47564,KPITTECH,NSE,9683
29372,KPRMILL,NSE,14912
73885,KRBL,NSE,10577
25500,KRISHANA,NSE,12847
65953,KRITI,NSE,6417
7900,KRITINUT,NSE,11432
87107,KRN,NSE,25643
35408,KRONOX,NSE,24025
86167,KROSS,NSE,25252
67496,KRSNAA,NSE,5359
23227,KRYSTAL,NSE,23175
73493,KSB,NSE,1949
35466,KSCL,NSE,14972
46441,KSL,NSE,18889
42042,KSOLVES,NSE,11060
27732,KTKBANK,NSE,8054
32846,KUANTUM,NSE,13870
43649,LAGNAM,NSE,5865
11718,LALPATHLAB,NSE,11654
45089,LANCORHOL,NSE,23027
81561,LANDMARK,NSE,13276
57800,LAOPALA,NSE,14423
72817,LASA,NSE,21713
83797,LATENTVIEW,NSE,6818
916,LAURUSLABS,NSE,19234
12250,LAXMICOT,NSE,6568
9546,LAXMIDENTL,NSE,29171
793,LEMONTREE,NSE,2606
22671,LEXUS,NSE,14459
79481,LFIC,NSE,7902
76152,LGBBROSLTD,NSE,18321
6972,LIBAS,NSE,11082
60111,LIBERTSHOE,NSE,1994
65714,LICHSGFIN,NSE,1997
82115,LICI,NSE,9480
91568,LICMFGOLD,NSE,25640
38907,LICNETFGSC,NSE,6062
37239,LICNETFN50,NSE,11319
37199,LICNETFSEN,NSE,11441
36955,LICNFNHGP,NSE,15229
41723,LICNMID100,NSE,22722
25889,LIKHITHA,NSE,578
64243,LINC,NSE,6951
59039,LINCOLN,NSE,11596
79742,LINDEINDIA,NSE,1627
61514,LIQUID,NSE,17572
22428,LIQUID1,NSE,13950
35795,LIQUIDADD,NSE,23407
15731,LIQUIDBEES,NSE,11006
20179,LIQUIDBETF,NSE,23915
35477,LIQUIDCASE,NSE,21750
45296,LIQUIDETF,NSE,1927
84729,LIQUIDIETF,NSE,4838
60093,LIQUIDPLUS,NSE,27075
62674,LIQUIDSBI,NSE,19705
1565,LIQUIDSHRI,NSE,24374
7125,LLOYDSENGG,NSE,17801
26097,LLOYDSENT,NSE,25807
35195,LLOYDSME,NSE,17313
47788,LMW,NSE,1979
24345,LODHA,NSE,3220
85296,LOTUSEYE,NSE,16807
15310,LOVABLE,NSE,22415
63304,LOWVOL,NSE,14786
24129,LOWVOL1,NSE,8632
73481,LOWVOLIETF,NSE,21254
73018,LT,NSE,11483
43669,LTF,NSE,24948
89716,LTFOODS,NSE,13816
10395,LTGILTBEES,NSE,17700
64781,LTIM,NSE,17818
47823,LTTS,NSE,18564
49191,LUMAXIND,NSE,2018
36885,LUMAXTECH,NSE,14014
53812,LUPIN,NSE,10440
31775,LUXIND,NSE,11301
24534,LXCHEM,NSE,2841
45700,LYKALABS,NSE,2028
2493,LYPSAGEMS,NSE,31468
69844,M&M,NSE,2031
79024,M&MFIN,NSE,13285
86667,MADHAV,NSE,15151
46760,MADHUCON,NSE,13671
9856,MADRASFERT,NSE,4911
64577,MAFANG,NSE,3507
47061,MAGADSUGAR,NSE,21392
63721,MAGNUM,NSE,14957
51079,MAHABANK,NSE,11377
27304,MAHAPEXLTD,NSE,5239
70511,MAHESHWARI,NSE,9576
64672,MAHKTECH,NSE,7074
39094,MAHLIFE,NSE,8050
2998,MAHLOG,NSE,385
47017,MAHSCOOTER,NSE,2085
34273,MAHSEAMLES,NSE,2088
66658,MAITHANALL,NSE,24538
62440,MAKEINDIA,NSE,7979
81334,MALLCOM,NSE,7965
37754,MALUPAPER,NSE,13352
78890,MAMATA,NSE,28687
51586,MANAKALUCO,NSE,7420
52252,MANAKSIA,NSE,15199
25710,MANAKSTEEL,NSE,7463
78996,MANALIPETC,NSE,13796
1443,MANAPPURAM,NSE,19061
54053,MANBA,NSE,25597
34190,MANCREDIT,NSE,24823
67899,MANGALAM,NSE,11817
85289,MANGCHEFER,NSE,15007
36000,MANGLMCEM,NSE,2106
68258,MANINDS,NSE,11884
70605,MANINFRA,NSE,18226
14310,MANKIND,NSE,15380
45117,MANOMAY,NSE,13753
75238,MANORAMA,NSE,10227
23269,MANORG,NSE,6422
14438,MANUGRAPH,NSE,13572
82698,MANYAVAR,NSE,8167
46672,MAPMYINDIA,NSE,7227
22524,MARALOVER,NSE,2112
83166,MARATHON,NSE,18659
72219,MARICO,NSE,4067
65209,MARKSANS,NSE,10579
214,MARUTI,NSE,10999
88436,MASFIN,NSE,199
64747,MASPTOP50,NSE,5782
80042,MASTEK,NSE,2124
62411,MASTERTR,NSE,27047
70266,MATRIMONY,NSE,21726
10631,MAWANASUG,NSE,17022
66410,MAXESTATES,NSE,19646
47193,MAXHEALTH,NSE,22377
67686,MAXIND,NSE,22428
62037,MAYURUNIQ,NSE,28906
66607,MAZDOCK,NSE,509
71210,MBAPL,NSE,12686
407,MBLINFRA,NSE,18029
14076,MCLOUD,NSE,29482
23292,MCX,NSE,31181
50969,MEDANTA,NSE,11956
1476,MEDIASSIST,NSE,21705
16055,MEDICAMEQ,NSE,6278
83435,MEDICO,NSE,9667
38544,MEDPLUS,NSE,7254
58837,MEGASTAR,NSE,8153
74754,MENONBE,NSE,6961
62087,METAL,NSE,25744
73552,METALIETF,NSE,24861
55972,METROBRAND,NSE,7242
25897,METROPOLIS,NSE,9581
20703,MFSL,NSE,2142
22355,MGEL,NSE,1593
37425,MGL,NSE,17534
65276,MHRIL,NSE,17333
36176,MICEL,NSE,7169
25242,MID150BEES,NSE,8506
35898,MID150CASE,NSE,24077
24699,MIDCAP,NSE,8077
62335,MIDCAPETF,NSE,8413
23970,MIDCAPIETF,NSE,17152
13974,MIDHANI,NSE,2463
31382,MIDQ50ADD,NSE,7456
23339,MIDSELIETF,NSE,17702
61766,MIDSMALL,NSE,23855
80550,MINDACORP,NSE,25897
59082,MINDTECK,NSE,18049
81614,MIRCELECTR,NSE,2202
1528,MIRZAINT,NSE,4394
22676,MITCON,NSE,8469
71969,MITTAL,NSE,18562
71959,MKPL,NSE,16736
79439,MMFL,NSE,13844
17038,MMP,NSE,16395
16261,MMTC,NSE,17957
24063,MNC,NSE,10676
27251,MOBIKWIK,NSE,28046
33685,MODEFENCE,NSE,24944
23754,MODIRUBBER,NSE,2229
79051,MODISONLTD,NSE,3316
52064,MODTHREAD,NSE,2241
34589,MOGSEC,NSE,1507
34063,MOHEALTH,NSE,10508
1088,MOIL,NSE,20830
55294,MOKSH,NSE,3586
88801,MOL,NSE,5394
61270,MOLDTECH,NSE,17625
47597,MOLDTKPAC,NSE,6713
35454,MOLOWVOL,NSE,8654
47186,MOM100,NSE,21423
22042,MOM30IETF,NSE,10585
43409,MOM50,NSE,19289
66677,MOMENTUM,NSE,10693
33723,MOMENTUM50,NSE,25606
35461,MOMOMENTUM,NSE,8182
34320,MON100,NSE,22739
55629,MONARCH,NSE,7679
35159,MONIFTY500,NSE,19237
34146,MONQ50,NSE,7422
38028,MONTECARLO,NSE,5938
35242,MOQUALITY,NSE,10822
32738,MOREALTY,NSE,23184
11794,MOREPENLAB,NSE,2259
35154,MOSCHIP,NSE,29459
32719,MOSMALL250,NSE,23181
54245,MOTHERSON,NSE,4204
44580,MOTILALOFS,NSE,14947
46876,MOTISONS,NSE,20788
10051,MOTOGENFIN,NSE,2268
34045,MOVALUE,NSE,10825
64458,MPHASIS,NSE,4503
5430,MPSLTD,NSE,10578
42768,MRF,NSE,2277
67084,MRO-TEK,NSE,8998
74147,MRPL,NSE,2283
2538,MSCIINDIA,NSE,29758
71608,MSPL,NSE,11919
21577,MSTCLTD,NSE,9356
59179,MSUMI,NSE,8596
42863,MTARTECH,NSE,2709
86345,MTNL,NSE,2294
48635,MUFIN,NSE,19783
64217,MUFTI,NSE,20878
14734,MUKANDLTD,NSE,11325
54605,MUKKA,NSE,22980
25166,MUKTAARTS,NSE,8687
62163,MULTICAP,NSE,25080
3040,MUNJALAU,NSE,13511
45206,MUNJALSHOW,NSE,2307
73604,MURUDCERA,NSE,2313
33375,MUTHOOTCAP,NSE,10415
56439,MUTHOOTFIN,NSE,23650
68006,MUTHOOTMF,NSE,20831
51123,MVGJL,NSE,19015
12615,N1NSETEST,NSE,12848
56381,NACLIND,NSE,20425
58904,NAGAFERT,NSE,17295
38670,NAGREEKCAP,NSE,14942
51412,NAGREEKEXP,NSE,14702
42849,NAHARCAP,NSE,15360
62673,NAHARINDUS,NSE,13106
75178,NAHARPOLY,NSE,14445
39117,NAHARSPING,NSE,14440
47685,NAM-INDIA,NSE,357
28779,NATCAPSUQ,NSE,29583
23876,NATCOPHARM,NSE,3918
32082,NATHBIOGEN,NSE,11065
302,NATIONALUM,NSE,6364
86625,NAUKRI,NSE,13751
59917,NAVA,NSE,4014
12916,NAVINFLUOR,NSE,14672
51909,NAVKARCORP,NSE,10557
61454,NAVNETEDUL,NSE,2385
15693,NAZARA,NSE,2987
76854,NBCC,NSE,31415
30516,NBIFIN,NSE,19111
58060,NCC,NSE,2319
75293,NCLIND,NSE,14490
41828,NDGL,NSE,18371
436,NDL,NSE,31258
44140,NDLVENTURE,NSE,14547
62853,NDRAUTO,NSE,22255
71422,NDTV,NSE,11427
72029,NECCLTD,NSE,13522
58147,NECLIFE,NSE,11927
77389,NELCAST,NSE,14761
76330,NELCO,NSE,2388
49538,NEOGEN,NSE,9917
77372,NESCO,NSE,15409
68465,NESTLEIND,NSE,17963
91020,NETF,NSE,7838
53173,NETWEB,NSE,17433
38416,NETWORK18,NSE,14111
74684,NEULANDLAB,NSE,2406
77952,NEWGEN,NSE,1164
35388,NEXT30ADD,NSE,29464
65519,NEXT50,NSE,17181
81070,NEXT50IETF,NSE,4529
39977,NEXTMEDIA,NSE,9867
21397,NFL,NSE,13925
9724,NGIL,NSE,5401
31081,NH,NSE,11840
4313,NHPC,NSE,17400
27577,NIACL,NSE,399
70941,NIBE,NSE,29487
19915,NIF100BEES,NSE,29577
21461,NIF100IETF,NSE,30392
41619,NIF10GETF,NSE,22524
41699,NIF5GETF,NSE,22521
41703,NIFITETF,NSE,22488
41923,NIFMID150,NSE,18347
6018,NIFTY1,NSE,18102
2635,NIFTY100EW,NSE,29944
47269,NIFTY50ADD,NSE,7451
12803,NIFTYBEES,NSE,10576
20849,NIFTYBETF,NSE,21959
65191,NIFTYETF,NSE,6353
75481,NIFTYIETF,NSE,29553
66102,NIFTYQLITY,NSE,10690
13323,NIITLTD,NSE,11522
32633,NIITMTS,NSE,17747
72180,NILAINFRA,NSE,9253
50353,NILKAMAL,NSE,2421
777,NINSYS,NSE,14194
66470,NIPPOBATRY,NSE,6782
63049,NIRAJ,NSE,255
84375,NIRAJISPAT,NSE,18840
51206,NITINSPIN,NSE,13175
36222,NITIRAJ,NSE,3247
71617,NIVABUPA,NSE,27097
14918,NLCINDIA,NSE,8585
53955,NMDC,NSE,15332
19528,NOCIL,NSE,2442
43208,NORTHARC,NSE,25426
44271,NOVAAGRI,NSE,22477
81982,NPBET,NSE,12978
10250,NRAIL,NSE,20314
29033,NRBBEARING,NSE,7553
60163,NRL,NSE,13675
61351,NSIL,NSE,11239
34483,NSLNISP,NSE,14180
64517,NTPC,NSE,11630
80448,NTPCGREEN,NSE,27176
68575,NUCLEUS,NSE,10791
32294,NUVAMA,NSE,18721
23667,NUVOCO,NSE,5426
27223,NV20,NSE,11457
9655,NV20BEES,NSE,9847
23937,NV20IETF,NSE,17475
68150,NYKAA,NSE,6545
23297,OAL,NSE,10768
89364,OBCL,NSE,8797
33154,OBEROIRLTY,NSE,20242
80568,OCCL,NSE,12231
84035,OCCLLTD,NSE,25918
22027,OFSS,NSE,10738
31219,OIL,NSE,17438
67830,OILCOUNTUB,NSE,2472
72847,OILIETF,NSE,24533
56625,OLAELEC,NSE,24777
74350,OLECTRA,NSE,10637
42918,OMAXAUTO,NSE,10922
42205,OMAXE,NSE,14853
86364,OMINFRAL,NSE,24231
78127,ONEPOINT,NSE,9939
69294,ONESOURCE,NSE,29224
58637,ONGC,NSE,2475
76884,ONMOBILE,NSE,15278
44801,ONWARDTEC,NSE,2481
67933,OPTIEMUS,NSE,21469
23366,ORCHASP,NSE,29492
68515,ORCHPHARMA,NSE,926
51913,ORICONENT,NSE,10159
18947,ORIENTALTL,NSE,14346
67428,ORIENTBELL,NSE,14278
9823,ORIENTCEM,NSE,30089
90800,ORIENTCER,NSE,13111
73006,ORIENTELEC,NSE,2972
77228,ORIENTHOT,NSE,2493
86787,ORIENTPPR,NSE,2496
44697,ORIENTTECH,NSE,24961
31366,ORISSAMINE,NSE,19931
81283,ORTINGLOBE,NSE,2979
59206,OSIAHYPER,NSE,12635
46538,OSWALAGRO,NSE,2514
20540,OSWALGREEN,NSE,471
30178,OSWALSEEDS,NSE,14305
7911,PAGEIND,NSE,14413
14224,PAISALO,NSE,25468
81548,PAKKA,NSE,17197
51657,PALASHSECU,NSE,21383
38984,PANACEABIO,NSE,4055
13245,PANAMAPET,NSE,25392
23187,PARACABLES,NSE,13951
11824,PARADEEP,NSE,9741
87813,PARAGMILK,NSE,17130
88300,PARAS,NSE,5911
40081,PARASPETRO,NSE,3972
61783,PARKHOTELS,NSE,22649
36801,PASUPTAC,NSE,6045
14690,PATANJALI,NSE,17029
35724,PATELENG,NSE,11699
66101,PATINTLOG,NSE,15219
66947,PAVNAIND,NSE,16192
6686,PAYTM,NSE,6705
58572,PCBL,NSE,2649
46019,PCJEWELLER,NSE,29124
22682,PDSL,NSE,5264
86142,PEARLPOLY,NSE,2610
73417,PEL,NSE,2412
21032,PENIND,NSE,20621
53856,PERSISTENT,NSE,18365
74123,PETRONET,NSE,11351
12294,PFC,NSE,14299
63180,PFIZER,NSE,2643
47615,PFOCUS,NSE,13496
6024,PFS,NSE,22602
81793,PGEL,NSE,25358
51249,PGHH,NSE,2535
91308,PGHL,NSE,940
81639,PGIL,NSE,14260
12309,PHARMABEES,NSE,4973
57258,PHOENIXLTD,NSE,14552
88102,PIDILITIND,NSE,2664
85727,PIIND,NSE,24184
31450,PILANIINVS,NSE,11445
85321,PILITA,NSE,30835
32735,PITTIENG,NSE,14134
40819,PIXTRANS,NSE,9087
25688,PLASTIBLEN,NSE,13920
2986,PLATIND,NSE,22930
8701,PLAZACABLE,NSE,19458
10085,PNB,NSE,10666
36065,PNBGILTS,NSE,8736
34846,PNBHOUSING,NSE,18908
3971,PNCINFRA,NSE,9385
69611,PNGJL,NSE,25312
90452,POCL,NSE,14385
39179,PODDARMENT,NSE,19036
20686,POKARNA,NSE,17651
57297,POLICYBZR,NSE,6656
68665,POLYCAB,NSE,9590
7642,POLYMED,NSE,25718
2211,POLYPLEX,NSE,2687
16706,PONNIERODE,NSE,10661
65461,POONAWALLA,NSE,11403
87471,POWERGRID,NSE,14977
76931,POWERINDIA,NSE,18457
75393,POWERMECH,NSE,10473
85964,PPAP,NSE,15209
11499,PPL,NSE,10297
46359,PPLPHARMA,NSE,11571
77410,PRAENG,NSE,13941
51681,PRAJIND,NSE,2705
10721,PRAKASH,NSE,2708
57380,PRAKASHSTL,NSE,19599
60297,PRAXIS,NSE,1204
47789,PRECAM,NSE,12603
24989,PRECWIRE,NSE,2717
2997,PREMEXPLN,NSE,17397
50777,PREMIERENE,NSE,25049
46354,PREMIERPOL,NSE,3908
20571,PRESTIGE,NSE,20302
51892,PRICOLLTD,NSE,19631
57546,PRIMESECU,NSE,11864
79766,PRINCEPIPE,NSE,16045
39109,PRITI,NSE,8304
75820,PRITIKAUTO,NSE,5292
30591,PRIVISCL,NSE,8825
62222,PROTEAN,NSE,29472
65255,PRSMJOHNSN,NSE,2739
72501,PRUDENT,NSE,9553
50738,PSB,NSE,21001
48014,PSPPROJECT,NSE,20877
66197,PSUBANK,NSE,15061
36061,PSUBANKADD,NSE,17616
11041,PSUBNKBEES,NSE,15032
23324,PSUBNKIETF,NSE,14584
16414,PTC,NSE,11355
91675,PTCIL,NSE,16682
74035,PTL,NSE,14101
38010,PUNJABCHEM,NSE,4344
69600,PURVA,NSE,14922
55196,PVP,NSE,4010
67928,PVRINOX,NSE,13147
2008,PVSL,NSE,23142
72893,PVTBANIETF,NSE,11386
36450,PVTBANKADD,NSE,17576
87720,PYRAMID,NSE,18250
68062,QGOLDHALF,NSE,15330
65356,QNIFTY,NSE,16819
43368,QPOWER,NSE,29711
66699,QUADFUTURE,NSE,29087
72888,QUAL30IETF,NSE,17808
15690,QUESS,NSE,17704
27962,QUICKHEAL,NSE,13116
40222,RACE,NSE,15391
68443,RACLGEAR,NSE,27171
36223,RADHIKAJWE,NSE,10343
67316,RADIANTCMS,NSE,13580
34559,RADICO,NSE,10990
489,RADIOCITY,NSE,19877
67169,RAILTEL,NSE,2431
36952,RAIN,NSE,15337
77474,RAINBOW,NSE,9408
17654,RAJESHEXPO,NSE,7401
21154,RAJMET,NSE,2168
79520,RAJRATAN,NSE,18962
87281,RAJSREESUG,NSE,2809
9786,RAJTV,NSE,14403
78062,RALLIS,NSE,2816
41636,RAMAPHO,NSE,10568
87855,RAMASTEEL,NSE,10300
71083,RAMCOCEM,NSE,2043
76004,RAMCOIND,NSE,4587
30759,RAMCOSYS,NSE,7851
22151,RAMKY,NSE,20134
9911,RAMRAT,NSE,10485
81610,RANASUG,NSE,2837
26507,RANEENGINE,NSE,16751
36515,RANEHOLDIN,NSE,2844
44696,RATEGAIN,NSE,7177
69455,RATNAMANI,NSE,13451
5809,RATNAVEER,NSE,18423
11388,RAYMOND,NSE,2859
68697,RAYMONDLSL,NSE,25073
40239,RBA,NSE,1494
4589,RBL,NSE,16745
53191,RBLBANK,NSE,18391
13516,RBZJEWEL,NSE,20874
45910,RCF,NSE,2866
48065,RECLTD,NSE,15355
51925,REDINGTON,NSE,14255
10040,REDTAPE,NSE,17859
39997,REFEX,NSE,17764
75465,RELAXO,NSE,24225
6144,RELCHEMQ,NSE,9652
66608,RELIABLE,NSE,24378
77206,RELIANCE,NSE,2885
67860,RELIGARE,NSE,15068
50393,RELINFRA,NSE,553
65023,RELTD,NSE,24596
62775,REMSONSIND,NSE,3965
67224,RENUKA,NSE,12026
43519,REPCOHOME,NSE,29598
25246,REPRO,NSE,13126
65358,RESPONIND,NSE,20323
52869,RETAIL,NSE,24145
4961,RGL,NSE,15129
56633,RHIM,NSE,31163
30556,RICOAUTO,NSE,2909
12171,RIIL,NSE,2912
84144,RISHABH,NSE,18417
56512,RITCO,NSE,8944
62290,RITES,NSE,3761
18834,RKDL,NSE,20950
88407,RKEC,NSE,1547
85302,RKFORGE,NSE,11411
89614,RKSWAMY,NSE,23043
33652,RML,NSE,11975
78131,ROHLTD,NSE,13182
12544,ROLEXRINGS,NSE,5279
45088,ROML,NSE,359
58905,ROSSARI,NSE,19410
19072,ROTO,NSE,9049
76388,ROUTE,NSE,128
3727,RPEL,NSE,24735
55633,RPGLIFE,NSE,16725
31185,RPOWER,NSE,15259
84033,RPPL,NSE,6913
9956,RPSGVENT,NSE,8119
64742,RPTECH,NSE,22670
27171,RRKABEL,NSE,18566
26113,RSWM,NSE,2794
84106,RSYSTEMS,NSE,13414
4111,RTNINDIA,NSE,27297
61302,RTNPOWER,NSE,17520
26549,RUBFILA,NSE,24730
40833,RUBYMILLS,NSE,2939
64047,RUCHINFRA,NSE,4566
33146,RUCHIRA,NSE,13821
33777,RUPA,NSE,25724
37349,RUSHIL,NSE,24595
52713,RUSTOMJEE,NSE,12219
59436,RVNL,NSE,9552
14256,RVTH,NSE,25157
62326,S&SPOWER,NSE,2951
68600,SADBHIN,NSE,10618
19366,SAFARI,NSE,13035
38489,SAGARDEEP,NSE,8175
60693,SAGCEM,NSE,14068
23321,SAGILITY,NSE,27052
71982,SAH,NSE,13689
21495,SAHYADRI,NSE,14900
84317,SAIL,NSE,2963
25113,SAILIFE,NSE,27839
3547,SAKAR,NSE,9539
18604,SAKHTISUG,NSE,2969
67223,SAKSOFT,NSE,11794
71678,SALASAR,NSE,21362
47229,SALONA,NSE,17351
16723,SALSTEEL,NSE,11634
37603,SALZERELEC,NSE,11399
86169,SAMHI,NSE,18614
23450,SAMMAANCAP,NSE,30125
69207,SANATHAN,NSE,28805
49684,SANDESH,NSE,2988
63713,SANDHAR,NSE,2397
18343,SANDUMA,NSE,18359
80749,SANGAMIND,NSE,4184
38493,SANGHIIND,NSE,2997
22924,SANGHVIMOV,NSE,14058
6234,SANGINITA,NSE,11032
35551,SANOFI,NSE,1442
12983,SANOFICONR,NSE,25222
49194,SANSERA,NSE,5751
43136,SANSTAR,NSE,24582
79675,SAPPHIRE,NSE,6718
